#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","LSF.1","SAMN07436914","PRJNA396809","GCA_003274605.1"," Chromosome",11.8382,38.1925,"chromosome I:CM013362.1; chromosome II:CM013363.1; chromosome III:CM013364.1; chromosome IV:CM013365.1; chromosome V:CM013366.1; chromosome VI:CM013367.1; chromosome VII:CM013368.1; chromosome VIII:CM013369.1; chromosome IX:CM013370.1; chromosome X:CM013371.1; chromosome XI:CM013372.1; chromosome XII:CM013373.1; chromosome XIII:CM013374.1; chromosome XIV:CM013375.1; chromosome XV:CM013376.1; chromosome XVI:CM013377.1","NPUX01",73,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/274/605/GCA_003274605.1_ASM327460v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","DJM4.1","SAMN07436965","PRJNA396809","GCA_003272415.1"," Chromosome",11.7104,38.1962,"chromosome I:CM014679.1; chromosome II:CM014680.1; chromosome III:CM014681.1; chromosome IV:CM014682.1; chromosome V:CM014683.1; chromosome VI:CM014684.1; chromosome VII:CM014685.1; chromosome VIII:CM014686.1; chromosome IX:CM014687.1; chromosome X:CM014688.1; chromosome XI:CM014689.1; chromosome XII:CM014690.1; chromosome XIII:CM014691.1; chromosome XIV:CM014692.1; chromosome XV:CM014693.1; chromosome XVI:CM014694.1","NPSY01",82,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/415/GCA_003272415.1_ASM327241v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","FJ7","SAMN07436814","PRJNA396809","GCA_003277375.1"," Chromosome",11.7783,38.1086,"chromosome I:CM011413.1; chromosome II:CM011414.1; chromosome III:CM011415.1; chromosome IV:CM011416.1; chromosome V:CM011417.1; chromosome VI:CM011418.1; chromosome VII:CM011419.1; chromosome VIII:CM011420.1; chromosome IX:CM011421.1; chromosome X:CM011422.1; chromosome XI:CM011423.1; chromosome XII:CM011424.1; chromosome XIII:CM011425.1; chromosome XIV:CM011426.1; chromosome XV:CM011427.1; chromosome XVI:CM011428.1","NPYS01",49,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/277/375/GCA_003277375.1_ASM327737v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","GS5.6","SAMN07436967","PRJNA396809","GCA_003272315.1"," Chromosome",11.623,38.345,"chromosome I:CM015176.1; chromosome II:CM015177.1; chromosome III:CM015178.1; chromosome IV:CM015179.1; chromosome V:CM015180.1; chromosome VI:CM015181.1; chromosome VII:CM015182.1; chromosome VIII:CM015183.1; chromosome IX:CM015184.1; chromosome X:CM015185.1; chromosome XI:CM015186.1; chromosome XII:CM015187.1; chromosome XIII:CM015188.1; chromosome XIV:CM015189.1; chromosome XV:CM015190.1; chromosome XVI:CM015191.1","NPSW01",78,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/315/GCA_003272315.1_ASM327231v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","TY2.1","SAMN07437011","PRJNA396809","GCA_003271475.1"," Chromosome",11.7023,38.2395,"chromosome I:CM015350.1; chromosome II:CM015351.1; chromosome III:CM015352.1; chromosome IV:CM015353.1; chromosome V:CM015354.1; chromosome VI:CM015355.1; chromosome VII:CM015356.1; chromosome VIII:CM015357.1; chromosome IX:CM015358.1; chromosome X:CM015359.1; chromosome XI:CM015360.1; chromosome XII:CM015361.1; chromosome XIII:CM015362.1; chromosome XIV:CM015363.1; chromosome XV:CM015364.1; chromosome XVI:CM015365.1","NPRE01",69,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/271/475/GCA_003271475.1_ASM327147v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","YM3.1","SAMN07436995","PRJNA396809","GCA_003271815.1"," Chromosome",11.7191,38.1979,"chromosome I:CM015510.1; chromosome II:CM015511.1; chromosome III:CM015512.1; chromosome IV:CM015513.1; chromosome V:CM015514.1; chromosome VI:CM015515.1; chromosome VII:CM015516.1; chromosome VIII:CM015517.1; chromosome IX:CM015518.1; chromosome X:CM015519.1; chromosome XI:CM015520.1; chromosome XII:CM015521.1; chromosome XIII:CM015522.1; chromosome XIV:CM015523.1; chromosome XV:CM015524.1; chromosome XVI:CM015525.1","NPRU01",67,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/271/815/GCA_003271815.1_ASM327181v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","BJ23","SAMN07436845","PRJNA396809","GCA_003276755.1"," Chromosome",11.8141,38.1903,"chromosome I:CM012163.1; chromosome II:CM012164.1; chromosome III:CM012165.1; chromosome IV:CM012166.1; chromosome V:CM012167.1; chromosome VI:CM012168.1; chromosome VII:CM012169.1; chromosome VIII:CM012170.1; chromosome IX:CM012171.1; chromosome X:CM012172.1; chromosome XI:CM012173.1; chromosome XII:CM012174.1; chromosome XIII:CM012175.1; chromosome XIV:CM012176.1; chromosome XV:CM012177.1; chromosome XVI:CM012178.1","NPXN01",60,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/276/755/GCA_003276755.1_ASM327675v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","GZLJ3.19","SAMN07437014","PRJNA396809","GCA_003273535.1"," Chromosome",11.6356,38.2004,"chromosome I:CM015144.1; chromosome II:CM015145.1; chromosome III:CM015146.1; chromosome IV:CM015147.1; chromosome V:CM015148.1; chromosome VI:CM015149.1; chromosome VII:CM015150.1; chromosome VIII:CM015151.1; chromosome IX:CM015152.1; chromosome X:CM015153.1; chromosome XI:CM015154.1; chromosome XII:CM015155.1; chromosome XIII:CM015156.1; chromosome XIV:CM015157.1; chromosome XV:CM015158.1; chromosome XVI:CM015159.1","NPRB01",44,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/273/535/GCA_003273535.1_ASM327353v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","CJM11.1","SAMN07436962","PRJNA396809","GCA_003272445.1"," Chromosome",11.7346,38.2092,"chromosome I:CM013820.1; chromosome II:CM013821.1; chromosome III:CM013822.1; chromosome IV:CM013823.1; chromosome V:CM013824.1; chromosome VI:CM013825.1; chromosome VII:CM013826.1; chromosome VIII:CM013827.1; chromosome IX:CM013828.1; chromosome X:CM013829.1; chromosome XI:CM013830.1; chromosome XII:CM013831.1; chromosome XIII:CM013832.1; chromosome XIV:CM013833.1; chromosome XV:CM013834.1; chromosome XVI:CM013835.1","NPTB01",82,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/445/GCA_003272445.1_ASM327244v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","WM7-1","SAMN07436935","PRJNA396809","GCA_003273035.1"," Chromosome",11.6024,38.1704,"chromosome I:CM013745.1; chromosome II:CM013746.1; chromosome III:CM013747.1; chromosome IV:CM013748.1; chromosome V:CM013749.1; chromosome VI:CM013750.1; chromosome VII:CM013751.1; chromosome VIII:CM013752.1; chromosome IX:CM013753.1; chromosome X:CM013754.1; chromosome XI:CM013755.1; chromosome XII:CM013756.1; chromosome XIII:CM013757.1; chromosome XIV:CM013758.1; chromosome XV:CM013759.1; chromosome XVI:CM013760.1","NPUC01",54,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/273/035/GCA_003273035.1_ASM327303v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","HN4","SAMN07436821","PRJNA396809","GCA_003277245.1"," Chromosome",11.6963,38.2327,"chromosome I:CM011525.1; chromosome II:CM011526.1; chromosome III:CM011527.1; chromosome IV:CM011528.1; chromosome V:CM011529.1; chromosome VI:CM011530.1; chromosome VII:CM011531.1; chromosome VIII:CM011532.1; chromosome IX:CM011533.1; chromosome X:CM011534.1; chromosome XI:CM011535.1; chromosome XII:CM011536.1; chromosome XIII:CM011537.1; chromosome XIV:CM011538.1; chromosome XV:CM011539.1; chromosome XVI:CM011540.1","NPYL01",61,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/277/245/GCA_003277245.1_ASM327724v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","MTJZ4","SAMN07437071","PRJNA396809","GCA_003270175.1"," Chromosome",11.7391,38.2149,"chromosome I:CM010001.1; chromosome II:CM010002.1; chromosome III:CM010003.1; chromosome IV:CM010004.1; chromosome V:CM010005.1; chromosome VI:CM010006.1; chromosome VII:CM010007.1; chromosome VIII:CM010008.1; chromosome IX:CM010009.1; chromosome X:CM010010.1; chromosome XI:CM010011.1; chromosome XII:CM010012.1; chromosome XIII:CM010013.1; chromosome XIV:CM010014.1; chromosome XV:CM010015.1; chromosome XVI:CM010016.1","NPOW01",77,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/270/175/GCA_003270175.1_ASM327017v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","JM13.2","SAMN07436970","PRJNA396809","GCA_003272295.1"," Chromosome",11.6505,38.2009,"chromosome I:CM015285.1; chromosome II:CM015286.1; chromosome III:CM015287.1; chromosome IV:CM015288.1; chromosome V:CM015289.1; chromosome VI:CM015290.1; chromosome VII:CM015291.1; chromosome VIII:CM015292.1; chromosome IX:CM015293.1; chromosome X:CM015294.1; chromosome XI:CM015295.1; chromosome XII:CM015296.1; chromosome XIII:CM015297.1; chromosome XIV:CM015298.1; chromosome XV:CM015299.1; chromosome XVI:CM015300.1","NPST01",71,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/295/GCA_003272295.1_ASM327229v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","GS3.1","SAMN07436984","PRJNA396809","GCA_003273805.1"," Chromosome",11.7872,38.3037,"chromosome I:CM014711.1; chromosome II:CM014712.1; chromosome III:CM014713.1; chromosome IV:CM014714.1; chromosome V:CM014715.1; chromosome VI:CM014716.1; chromosome VII:CM014717.1; chromosome VIII:CM014718.1; chromosome IX:CM014719.1; chromosome X:CM014720.1; chromosome XI:CM014721.1; chromosome XII:CM014722.1; chromosome XIII:CM014723.1; chromosome XIV:CM014724.1; chromosome XV:CM014725.1; chromosome XVI:CM014726.1","NPSF01",98,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/273/805/GCA_003273805.1_ASM327380v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","BJ4","SAMN07436877","PRJNA396809","GCA_003275345.1"," Chromosome",11.8151,38.221,"chromosome I:CM012829.1; chromosome II:CM012830.1; chromosome III:CM012831.1; chromosome IV:CM012832.1; chromosome V:CM012833.1; chromosome VI:CM012834.1; chromosome VII:CM012835.1; chromosome VIII:CM012836.1; chromosome IX:CM012837.1; chromosome X:CM012838.1; chromosome XI:CM012839.1; chromosome XII:CM012840.1; chromosome XIII:CM012841.1; chromosome XIV:CM012842.1; chromosome XV:CM012843.1; chromosome XVI:CM012844.1","NPWH01",54,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/275/345/GCA_003275345.1_ASM327534v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","spirits001","SAMN05190482","PRJNA323691","GCA_001738135.2"," Chromosome",13.2505,38.2374,"chromosome I:CM005247.2; chromosome II:CM005248.2; chromosome III:CM005249.2; chromosome IV:CM005250.2; chromosome V:CM005251.2; chromosome VI:CM005252.2; chromosome VII:CM005253.2; chromosome VIII:CM005254.2; chromosome IX:CM005255.2; chromosome X:CM005256.2; chromosome XI:CM005257.2; chromosome XII:CM005258.2; chromosome XIII:CM005259.2; chromosome XIV:CM005260.2; chromosome XV:CM005261.2; chromosome XVI:CM005262.2","MBVL02",1476,0,"2016-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/135/GCA_001738135.2_ASM173813v2",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","WL2","SAMN07436981","PRJNA396809","GCA_003273815.1"," Chromosome",11.7768,38.303,"chromosome I:CM014487.1; chromosome II:CM014488.1; chromosome III:CM014489.1; chromosome IV:CM014490.1; chromosome V:CM014491.1; chromosome VI:CM014492.1; chromosome VII:CM014493.1; chromosome VIII:CM014494.1; chromosome IX:CM014495.1; chromosome X:CM014496.1; chromosome XI:CM014497.1; chromosome XII:CM014498.1; chromosome XIII:CM014499.1; chromosome XIV:CM014500.1; chromosome XV:CM014501.1; chromosome XVI:CM014502.1","NPSI01",107,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/273/815/GCA_003273815.1_ASM327381v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","B1-1","SAMN07436924","PRJNA396809","GCA_003276145.1"," Chromosome",11.5598,38.1892,"chromosome I:CM013121.1; chromosome II:CM013122.1; chromosome III:CM013123.1; chromosome IV:CM013124.1; chromosome V:CM013125.1; chromosome VI:CM013126.1; chromosome VII:CM013127.1; chromosome VIII:CM013128.1; chromosome IX:CM013129.1; chromosome X:CM013130.1; chromosome XI:CM013131.1; chromosome XII:CM013132.1; chromosome XIII:CM013133.1; chromosome XIV:CM013134.1; chromosome XV:CM013135.1; chromosome XVI:CM013136.1","NPUN01",38,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/276/145/GCA_003276145.1_ASM327614v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","BJ2","SAMN07436902","PRJNA396809","GCA_003276365.1"," Chromosome",11.9235,38.1124,"chromosome I:CM012621.1; chromosome II:CM012622.1; chromosome III:CM012623.1; chromosome IV:CM012624.1; chromosome V:CM012625.1; chromosome VI:CM012626.1; chromosome VII:CM012627.1; chromosome VIII:CM012628.1; chromosome IX:CM012629.1; chromosome X:CM012630.1; chromosome XI:CM012631.1; chromosome XII:CM012632.1; chromosome XIII:CM012633.1; chromosome XIV:CM012634.1; chromosome XV:CM012635.1; chromosome XVI:CM012636.1","NPVI01",102,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/276/365/GCA_003276365.1_ASM327636v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","BT3","SAMN07436942","PRJNA396809","GCA_003272905.1"," Chromosome",11.6636,38.2814,"chromosome I:CM014184.1; chromosome II:CM014185.1; chromosome III:CM014186.1; chromosome IV:CM014187.1; chromosome V:CM014188.1; chromosome VI:CM014189.1; chromosome VII:CM014190.1; chromosome VIII:CM014191.1; chromosome IX:CM014192.1; chromosome X:CM014193.1; chromosome XI:CM014194.1; chromosome XII:CM014195.1; chromosome XIII:CM014196.1; chromosome XIV:CM014197.1; chromosome XV:CM014198.1; chromosome XVI:CM014199.1","NPTV01",67,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/905/GCA_003272905.1_ASM327290v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","JM8.3","SAMN07436975","PRJNA396809","GCA_003272175.1"," Chromosome",11.813,38.1897,"chromosome I:CM015253.1; chromosome II:CM015254.1; chromosome III:CM015255.1; chromosome IV:CM015256.1; chromosome V:CM015257.1; chromosome VI:CM015258.1; chromosome VII:CM015259.1; chromosome VIII:CM015260.1; chromosome IX:CM015261.1; chromosome X:CM015262.1; chromosome XI:CM015263.1; chromosome XII:CM015264.1; chromosome XIII:CM015265.1; chromosome XIV:CM015266.1; chromosome XV:CM015267.1; chromosome XVI:CM015268.1","NPSO01",76,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/175/GCA_003272175.1_ASM327217v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","XJ6","SAMN07436892","PRJNA396809","GCA_003274985.1"," Chromosome",11.8232,38.1841,"chromosome I:CM013170.1; chromosome II:CM013171.1; chromosome III:CM013172.1; chromosome IV:CM013173.1; chromosome V:CM013174.1; chromosome VI:CM013175.1; chromosome VII:CM013176.1; chromosome VIII:CM013177.1; chromosome IX:CM013178.1; chromosome X:CM013179.1; chromosome XI:CM013180.1; chromosome XII:CM013181.1; chromosome XIII:CM013182.1; chromosome XIV:CM013183.1; chromosome XV:CM013184.1; chromosome XVI:CM013185.1","NPVS01",55,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/274/985/GCA_003274985.1_ASM327498v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","JQ10.6","SAMN07437040","PRJNA396809","GCA_003270665.1"," Chromosome",11.6225,38.2265,"chromosome I:CM015736.1; chromosome II:CM015737.1; chromosome III:CM015738.1; chromosome IV:CM015739.1; chromosome V:CM015740.1; chromosome VI:CM015741.1; chromosome VII:CM015742.1; chromosome VIII:CM015743.1; chromosome IX:CM015744.1; chromosome X:CM015745.1; chromosome XI:CM015746.1; chromosome XII:CM015747.1; chromosome XIII:CM015748.1; chromosome XIV:CM015749.1; chromosome XV:CM015750.1; chromosome XVI:CM015751.1","NPQB01",49,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/270/665/GCA_003270665.1_ASM327066v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","HN16","SAMN07436871","PRJNA396809","GCA_003275505.1"," Chromosome",11.7812,38.2692,"chromosome I:CM012861.1; chromosome II:CM012862.1; chromosome III:CM012863.1; chromosome IV:CM012864.1; chromosome V:CM012865.1; chromosome VI:CM012866.1; chromosome VII:CM012867.1; chromosome VIII:CM012868.1; chromosome IX:CM012869.1; chromosome X:CM012870.1; chromosome XI:CM012871.1; chromosome XII:CM012872.1; chromosome XIII:CM012873.1; chromosome XIV:CM012874.1; chromosome XV:CM012875.1; chromosome XVI:CM012876.1","NPWN01",79,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/275/505/GCA_003275505.1_ASM327550v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","HN9","SAMN07436853","PRJNA396809","GCA_003275965.1"," Chromosome",11.7828,38.1886,"chromosome I:CM012258.1; chromosome II:CM012259.1; chromosome III:CM012260.1; chromosome IV:CM012261.1; chromosome V:CM012262.1; chromosome VI:CM012263.1; chromosome VII:CM012264.1; chromosome VIII:CM012265.1; chromosome IX:CM012266.1; chromosome X:CM012267.1; chromosome XI:CM012268.1; chromosome XII:CM012269.1; chromosome XIII:CM012270.1; chromosome XIV:CM012271.1; chromosome XV:CM012272.1; chromosome XVI:CM012273.1","NPXF01",59,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/275/965/GCA_003275965.1_ASM327596v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","CJM6.2","SAMN07436964","PRJNA396809","GCA_003273985.1"," Chromosome",11.7583,38.2076,"chromosome I:CM014391.1; chromosome II:CM014392.1; chromosome III:CM014393.1; chromosome IV:CM014394.1; chromosome V:CM014395.1; chromosome VI:CM014396.1; chromosome VII:CM014397.1; chromosome VIII:CM014398.1; chromosome IX:CM014399.1; chromosome X:CM014400.1; chromosome XI:CM014401.1; chromosome XII:CM014402.1; chromosome XIII:CM014403.1; chromosome XIV:CM014404.1; chromosome XV:CM014405.1; chromosome XVI:CM014406.1","NPSZ01",82,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/273/985/GCA_003273985.1_ASM327398v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","F3-4","SAMN07436927","PRJNA396809","GCA_003274345.1"," Chromosome",11.5648,38.2138,"chromosome I:CM013521.1; chromosome II:CM013522.1; chromosome III:CM013523.1; chromosome IV:CM013524.1; chromosome V:CM013525.1; chromosome VI:CM013526.1; chromosome VII:CM013527.1; chromosome VIII:CM013528.1; chromosome IX:CM013529.1; chromosome X:CM013530.1; chromosome XI:CM013531.1; chromosome XII:CM013532.1; chromosome XIII:CM013533.1; chromosome XIV:CM013534.1; chromosome XV:CM013535.1; chromosome XVI:CM013536.1","NPUK01",39,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/274/345/GCA_003274345.1_ASM327434v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","JM14.3","SAMN07436971","PRJNA396809","GCA_003272285.1"," Chromosome",11.7465,38.1616,"chromosome I:CM015269.1; chromosome II:CM015270.1; chromosome III:CM015271.1; chromosome IV:CM015272.1; chromosome V:CM015273.1; chromosome VI:CM015274.1; chromosome VII:CM015275.1; chromosome VIII:CM015276.1; chromosome IX:CM015277.1; chromosome X:CM015278.1; chromosome XI:CM015279.1; chromosome XII:CM015280.1; chromosome XIII:CM015281.1; chromosome XIV:CM015282.1; chromosome XV:CM015283.1; chromosome XVI:CM015284.1","NPSS01",71,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/285/GCA_003272285.1_ASM327228v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","WJM5.2","SAMN07436958","PRJNA396809","GCA_003272595.1"," Chromosome",11.7546,38.2221,"chromosome I:CM013900.1; chromosome II:CM013901.1; chromosome III:CM013902.1; chromosome IV:CM013903.1; chromosome V:CM013904.1; chromosome VI:CM013905.1; chromosome VII:CM013906.1; chromosome VIII:CM013907.1; chromosome IX:CM013908.1; chromosome X:CM013909.1; chromosome XI:CM013910.1; chromosome XII:CM013911.1; chromosome XIII:CM013912.1; chromosome XIV:CM013913.1; chromosome XV:CM013914.1; chromosome XVI:CM013915.1","NPTF01",82,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/272/595/GCA_003272595.1_ASM327259v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","ANG1","SAMN07436911","PRJNA396809","GCA_003276235.1"," Chromosome",11.9497,38.1889,"chromosome I:CM012421.1; chromosome II:CM012422.1; chromosome III:CM012423.1; chromosome IV:CM012424.1; chromosome V:CM012425.1; chromosome VI:CM012426.1; chromosome VII:CM012427.1; chromosome VIII:CM012428.1; chromosome IX:CM012429.1; chromosome X:CM012430.1; chromosome XI:CM012431.1; chromosome XII:CM012432.1; chromosome XIII:CM012433.1; chromosome XIV:CM012434.1; chromosome XV:CM012435.1; chromosome XVI:CM012436.1","NPUZ01",108,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/276/235/GCA_003276235.1_ASM327623v1",
"Saccharomyces cerevisiae","Eukaryota;Fungi;Ascomycetes","YN1","SAMN07436894","PRJNA396809","GCA_003274975.1"," Chromosome",11.8617,38.1996,"chromosome I:CM013041.1; chromosome II:CM013042.1; chromosome III:CM013043.1; chromosome IV:CM013044.1; chromosome V:CM013045.1; chromosome VI:CM013046.1; chromosome VII:CM013047.1; chromosome VIII:CM013048.1; chromosome IX:CM013049.1; chromosome X:CM013050.1; chromosome XI:CM013051.1; chromosome XII:CM013052.1; chromosome XIII:CM013053.1; chromosome XIV:CM013054.1; chromosome XV:CM013055.1; chromosome XVI:CM013056.1","NPVQ01",78,0,"2018-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/274/975/GCA_003274975.1_ASM327497v1",
